"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"253","Radek Faksa","DAL","C","81","918.1","10","8","5","3","18","69.23","76","13.16","9.42","125","105","86","51","5","10","39","18","17","1","0","10","15","21","84","155","55","231","177","56.62"
"256","Oskar Sundqvist","DET, MIN","C","67","723.55","6","12","5","7","18","64.29","48","12.50","6.33","94","68","63","34","1","10","26","13","13","0","0","20","17","13","59","65","26","21","22","48.84"
"257","Esa Lindell","DAL","D","82","1280.6166666667","5","13","6","7","18","33.33","93","5.38","4.07","201","124","60","10","4","10","10","5","5","0","0","4","42","27","72","130","97","0","0","-"
"303","Hudson Fasching","NYI","R","49","598.2","10","8","6","2","18","54.55","60","16.67","7.85","108","78","77","50","4","13","10","5","5","0","0","8","12","16","45","40","22","2","8","20.00"
"336","Jonathan Drouin","MTL","L","58","700.48333333333","2","16","9","7","18","78.26","54","3.70","6.26","100","73","58","28","2","11","16","8","8","0","0","8","17","29","28","19","23","154","185","45.43"
"377","Travis Sanheim","PHI","D","81","1391.5666666667","6","12","9","3","18","39.13","94","6.38","6.04","174","131","64","20","5","10","38","19","19","0","0","12","37","18","58","131","113","0","0","-"
"453","Keegan Kolesar","VGK","R","74","835.51666666667","8","10","10","0","18","58.06","62","12.90","7.78","112","86","78","51","6","9","68","21","14","6","1","20","16","14","279","124","31","7","16","30.43"
"483","Ivan Provorov","PHI","D","82","1508.3833333333","5","13","5","8","18","32.14","96","5.21","4.84","220","150","66","13","5","14","22","11","11","0","0","6","70","21","85","132","111","0","0","-"
"487","Yakov Trenin","NSH","C","77","942.81666666667","9","9","6","3","18","78.26","120","7.50","14.03","230","179","146","60","13","17","43","16","14","1","1","10","38","27","160","73","23","11","20","35.48"
"509","Matt Roy","L.A","D","82","1292.2666666667","5","13","5","8","18","30.00","115","4.35","5.36","228","164","83","15","22","12","20","10","10","0","0","2","38","6","105","179","123","0","0","-"
"533","Carl Grundstrom","L.A","R","57","568.75","11","7","5","2","18","72.00","86","12.79","8.09","162","126","91","48","22","11","12","6","6","0","0","5","15","14","141","67","15","3","4","42.86"
"657","Pierre-Olivier Joseph","PIT","D","75","1040.0166666667","4","14","7","7","18","33.96","94","4.26","3.41","194","122","54","4","2","13","42","20","20","0","0","10","33","32","82","58","34","0","0","-"
"670","Calle Rosen","STL","D","49","697.6","8","10","4","6","18","40.91","58","13.79","2.33","110","76","37","3","3","6","8","4","4","0","0","1","25","10","15","48","47","0","0","-"
"766","Jonatan Berggren","DET","R","67","773.1","9","9","5","4","18","64.29","82","10.98","6.99","129","110","73","32","5","8","14","7","7","0","0","6","23","14","20","62","26","2","3","40.00"
"769","Paul Cotter","VGK","C","55","679.01666666667","13","5","2","3","18","69.23","75","17.33","7.44","125","92","82","43","8","8","13","5","4","1","0","11","11","17","163","129","17","9","13","40.91"
"796","Kirby Dach","MTL","C","58","802.18333333333","8","10","6","4","18","48.65","86","9.30","10.48","147","124","94","57","4","12","37","17","16","1","0","14","26","25","47","99","32","79","128","38.16"
"912","J.J. Moser","ARI","D","82","1241.9833333333","3","15","7","8","18","37.50","65","4.62","3.54","161","95","49","9","4","17","35","16","15","1","0","10","33","11","67","128","77","0","0","-"
"22","Andrew Cogliano","COL","C","79","829.73333333333","10","7","3","4","17","56.67","73","13.70","6.2","117","92","61","29","5","5","32","16","16","0","0","16","8","19","53","87","46","18","22","45.00"
"33","Trevor Lewis","CGY","C","82","825.03333333333","6","11","7","4","17","62.96","129","4.65","9.82","206","173","98","46","7","21","18","9","9","0","0","3","11","18","152","105","28","103","146","41.37"
"34","Milan Lucic","CGY","L","77","841.51666666667","7","10","8","2","17","54.84","72","9.72","9.33","138","106","86","49","5","12","43","16","13","3","0","6","26","28","166","90","15","17","21","44.74"
"80","Justin Schultz","SEA","D","73","1090.05","5","12","4","8","17","34.69","78","6.41","4.2","170","107","49","12","4","4","38","19","19","0","0","2","22","10","30","93","67","0","0","-"
"94","Tyler Johnson","CHI","C","56","739.5","6","11","6","5","17","70.83","88","6.82","10.41","150","124","97","42","5","11","12","6","6","0","0","4","19","31","48","31","24","34","39","46.58"
"121","Marcus Foligno","MIN","L","65","802.75","7","10","6","4","17","65.38","66","10.61","7.65","130","103","83","41","6","10","70","22","15","6","1","20","24","23","226","70","37","6","7","46.15"
"125","David Savard","MTL","D","62","1119.0333333333","3","14","5","9","17","45.95","58","5.17","2.46","112","76","37","9","2","6","36","10","8","0","2","6","49","11","49","71","121","0","0","-"
"128","Ben Chiarot","DET","D","76","1286","3","14","7","7","17","36.96","93","3.23","4.01","193","130","44","6","4","5","41","19","18","1","0","5","16","6","125","98","116","0","0","-"
"135","Radko Gudas","FLA","D","72","1023.65","2","15","7","8","17","36.17","97","2.06","3.65","226","150","46","9","5","26","77","34","31","3","0","20","29","16","279","119","78","0","0","-"
"140","Justin Holl","TOR","D","80","1329.5","2","15","2","13","17","27.87","55","3.64","2.78","101","68","32","12","1","5","37","17","16","1","0","12","49","23","125","230","95","0","0","-"
"296","Tyler Motte","NYR, OTT","C, L","62","626.18333333333","6","11","7","4","17","77.27","98","6.12","10.01","165","127","95","55","4","26","6","3","3","0","0","20","23","19","116","65","49","12","20","37.50"
"492","Noel Acciari","STL, TOR","C","77","941.06666666667","10","7","3","4","17","68.00","96","10.42","12.46","159","136","130","65","3","16","19","8","7","1","0","15","10","25","238","111","60","290","240","54.72"
"493","Derek Ryan","EDM","C","80","774.03333333333","11","6","3","3","17","54.84","84","13.10","9.86","138","112","97","62","8","17","22","11","11","0","0","8","14","30","51","93","35","173","162","51.64"
"606","Trevor Moore","L.A","C, L","59","771.38333333333","6","11","8","3","17","70.83","126","4.76","11.9","212","170","104","57","15","21","10","5","5","0","0","8","17","23","56","81","19","9","18","33.33"
"615","Juuso Valimaki","ARI","D","78","1170.7666666667","2","15","6","9","17","32.08","79","2.53","5.04","160","114","62","17","5","9","57","23","21","1","1","10","44","14","48","143","79","0","0","-"
"628","Mikey Anderson","L.A","D","77","1433.8166666667","4","13","2","11","17","29.31","83","4.82","4.54","181","125","74","15","21","15","38","15","14","0","1","12","27","17","150","158","80","0","0","-"
"646","Max Comtois","ANA","L","64","794.65","9","8","5","3","17","56.67","77","11.69","7.33","119","102","76","42","5","5","76","20","13","4","3","20","34","11","80","76","26","23","15","60.53"
"690","Alexey Toropchenko","STL","R","69","738.96666666667","8","9","5","4","17","60.71","79","10.13","7.35","119","94","77","45","4","8","8","4","4","0","0","9","21","14","121","89","31","2","6","25.00"
"23","Marc-Edouard Vlasic","S.J","D","78","1121.7333333333","1","15","3","12","16","35.56","60","1.67","3.77","165","106","54","16","18","14","16","4","3","0","1","5","34","28","38","73","82","0","0","-"
"24","Kris Letang","PIT","D","64","1226.4833333333","4","12","3","9","16","30.77","123","3.25","5.24","288","175","78","11","7","18","26","13","13","0","0","10","61","40","144","134","93","0","0","-"
"45","Nick Bonino","PIT, S.J","C","62","716.66666666667","9","7","6","1","16","51.61","74","12.16","9.76","122","98","86","50","14","19","26","9","8","0","1","4","11","28","18","35","56","156","164","48.75"
"60","Ryan McDonagh","NSH","D","71","1234.2","2","14","8","6","16","29.09","69","2.90","4.11","163","109","52","11","6","12","20","10","10","0","0","6","49","38","55","51","113","0","0","-"
"82","Travis Hamonic","OTT","D","75","1110.8666666667","5","11","5","6","16","33.33","127","3.94","4.32","258","168","58","10","9","22","61","25","23","1","1","13","53","16","97","108","104","0","0","-"
"124","Casey Cizikas","NYI","C","81","972.16666666667","5","11","7","4","16","57.14","97","5.15","10.67","171","134","103","57","5","18","54","20","17","2","1","18","23","26","181","93","38","418","322","56.49"
"147","Tyler Pitlick","STL","C","61","594.98333333333","7","9","7","2","16","69.57","52","13.46","5.79","94","77","59","27","2","13","14","7","7","0","0","11","6","18","103","69","28","2","2","50.00"
"196","Josh Leivo","STL","L","51","566.98333333333","4","12","9","3","16","59.26","86","4.65","8.84","155","121","88","43","9","13","25","7","5","1","1","8","10","29","55","33","13","3","4","42.86"
"262","Adam Pelech","NYI","D","61","1105.2833333333","5","11","6","5","16","34.78","88","5.68","4.19","216","141","63","10","2","16","32","16","16","0","0","7","32","25","73","92","78","0","0","-"
"276","Brett Kulak","EDM","D","82","1251.7333333333","3","13","2","11","16","28.57","109","2.75","3.33","203","137","36","8","3","9","39","18","17","1","0","10","36","23","95","106","83","0","0","-"
"372","Nick Ritchie","ARI, CGY","L","74","817.53333333333","9","7","5","2","16","55.17","92","9.78","11.06","148","122","101","59","8","7","47","22","21","1","0","10","16","8","208","76","32","2","7","22.22"
"508","Steven Lorentz","S.J","C","80","802.05","8","8","2","6","16","72.73","98","8.16","11.12","176","136","112","58","7","19","16","7","7","0","0","6","15","39","130","88","38","236","254","48.16"
"555","Josh Mahura","FLA","D","82","1082.2333333333","4","12","8","4","16","32.00","78","5.13","3.83","191","118","50","7","3","8","38","15","14","0","1","9","24","11","97","141","63","0","0","-"
"564","Noah Gregor","S.J","C","57","692.5","10","6","5","1","16","64.00","113","8.85","11.56","186","155","122","54","27","18","28","11","9","2","0","11","10","25","94","38","34","5","12","29.41"
"577","Filip Hronek","DET, VAN","D","64","1061.7833333333","4","12","4","8","16","34.04","87","4.60","3.57","188","120","42","6","4","8","34","13","12","0","1","10","25","9","83","66","41","0","0","-"
"604","Tanner Jeannot","NSH, T.B","L","76","881.61666666667","5","11","5","6","16","55.17","96","5.21","12.36","174","138","122","62","9","21","100","29","18","10","1","24","27","22","282","140","47","8","11","42.11"
"617","Nicolas Hague","VGK","D","81","1377.6833333333","2","14","9","5","16","27.59","99","2.02","4.08","240","151","59","9","3","20","51","16","13","1","2","13","25","18","112","194","126","0","0","-"
"752","Jordan Harris","MTL","D","65","1096.7666666667","4","12","5","7","16","34.04","64","6.25","3.04","147","87","51","11","6","11","24","12","12","0","0","6","27","16","44","157","83","0","0","-"
"755","Kirill Marchenko","CBJ","R","59","763.1","13","3","3","0","16","64.00","96","13.54","10.18","176","133","113","48","2","11","14","6","6","0","0","12","16","28","30","59","39","9","7","56.25"
"857","Braden Schneider","NYR","D","81","1188.2333333333","5","11","5","6","16","32.65","76","6.58","2.95","163","99","45","7","3","13","16","5","3","2","0","10","51","20","141","182","118","0","0","-"
"862","Kaiden Guhle","MTL","D","44","744.13333333333","4","12","9","3","16","53.33","38","10.53","2.05","93","55","34","7","2","5","23","10","9","1","0","8","46","21","73","73","58","0","0","-"
"3","Jeff Carter","PIT","C","79","833.63333333333","7","8","3","5","15","62.50","104","6.73","11.43","188","139","107","54","7","28","26","12","12","0","0","5","24","20","73","71","43","415","279","59.80"
"26","Ryan Reaves","MIN, NYR","R","73","671.25","5","10","5","5","15","71.43","48","10.42","6.63","78","68","54","36","3","6","38","10","4","6","0","13","16","15","196","55","23","4","11","26.67"
"101","Jakob Silfverberg","ANA","R","81","855.6","6","9","6","3","15","57.69","101","5.94","6.3","158","129","61","29","11","9","30","15","15","0","0","9","15","20","9","48","41","9","23","28.13"
"107","Oliver Ekman-Larsson","VAN","D","54","908.6","2","13","9","4","15","40.54","76","2.63","2.58","159","106","42","5","5","11","22","11","11","0","0","7","22","9","52","69","31","0","0","-"
"111","Dmitry Kulikov","ANA, PIT","D","67","1068","3","12","8","4","15","37.50","75","4.00","3.22","135","94","44","11","3","7","22","11","11","0","0","7","36","17","85","72","75","0","0","-"
"122","Craig Smith","BOS, WSH","C","64","673.68333333333","9","6","1","5","15","51.72","99","9.09","9.72","170","126","99","44","4","16","18","9","9","0","0","5","21","22","47","78","20","2","7","22.22"
"163","Ryan Johansen","NSH","C","55","633.13333333333","6","9","5","4","15","68.18","51","11.76","7","91","71","64","35","3","11","32","15","15","0","0","6","17","19","42","41","18","362","236","60.54"
"229","Torey Krug","STL","D","63","949.75","3","12","6","6","15","36.59","102","2.94","4.94","198","142","69","8","3","10","47","14","11","1","2","12","27","17","39","41","82","0","0","-"
"300","Carson Soucy","SEA","D","78","1105.9","3","12","4","8","15","28.85","82","3.66","3.66","188","125","50","7","2","19","66","26","23","2","1","10","29","24","123","100","78","0","0","-"
"365","Aaron Ekblad","FLA","D","71","1149.7166666667","4","11","8","3","15","28.85","132","3.03","6.4","235","175","78","19","3","24","48","23","23","0","0","14","39","24","53","46","52","0","0","-"
"538","Jesse Puljujarvi","CAR, EDM","R","75","854.1","5","10","6","4","15","53.57","116","4.31","12.18","207","162","120","52","6","9","32","13","11","2","0","8","18","24","136","110","26","0","2","0.00"
"676","Johnathan Kovacevic","MTL","D","77","1165.7","3","12","6","6","15","28.85","88","3.41","4.75","194","128","54","9","1","17","37","13","11","1","1","12","76","29","86","101","69","0","0","-"
"678","Emil Bemstrom","CBJ","R","55","586.95","3","12","7","5","15","65.22","71","4.23","7.21","143","105","87","38","1","8","4","2","2","0","0","7","8","16","16","36","20","7","9","43.75"
"691","Morgan Barron","WPG","C","70","790","6","9","5","4","15","62.50","100","6.00","12.73","169","137","112","59","7","16","31","13","12","1","0","10","13","16","114","90","31","12","12","50.00"
"719","Joe Veleno","DET","C","81","935.21666666667","8","7","4","3","15","50.00","76","10.53","6.76","134","95","80","36","4","6","24","12","12","0","0","12","16","26","147","106","39","257","340","43.05"
"813","Arthur Kaliyev","L.A","R","56","527.3","5","10","4","6","15","60.00","85","5.88","9.64","152","119","99","53","14","11","10","5","5","0","0","6","11","8","38","70","10","0","0","-"
"840","Aliaksei Protas","WSH","C","58","641.66666666667","4","11","5","6","15","65.22","81","4.94","8.26","135","103","79","42","3","13","12","6","6","0","0","2","20","16","39","52","12","20","42","32.26"
"844","Juuso Parssinen","NSH","C","45","540.38333333333","3","12","6","6","15","65.22","43","6.98","6.34","73","62","54","37","1","5","15","6","5","1","0","9","12","23","72","41","18","140","139","50.18"
"20","Marc Staal","FLA","D","82","1239.15","3","11","4","7","14","22.58","48","6.25","3.91","149","93","52","15","2","17","41","15","13","1","1","13","20","12","137","82","94","0","0","-"
"42","Jonathan Toews","CHI","C","53","685.8","4","10","6","4","14","70.00","47","8.51","4.24","83","62","44","21","5","9","43","16","14","1","1","11","32","30","7","28","17","384","246","60.95"
"46","Ian Cole","T.B","D","78","1242.7833333333","3","11","7","4","14","26.92","97","3.09","4.09","200","132","59","12","23","9","61","29","28","1","0","6","39","25","109","141","85","0","0","-"
"89","Derek Grant","ANA","C","46","510.96666666667","3","11","7","4","14","73.68","60","5.00","5.78","103","79","49","26","1","7","16","8","8","0","0","5","8","13","34","25","20","172","131","56.77"
"170","Jani Hakanpää","DAL","D","82","1274.7166666667","5","9","4","5","14","27.45","76","6.58","3.49","197","118","50","11","4","12","56","25","23","2","0","15","41","12","188","174","91","0","0","-"
"177","Alex Belzile","MTL","R","31","337.61666666667","6","8","3","5","14","73.68","36","16.67","2.57","63","49","29","14","2","3","13","5","4","1","0","8","12","7","27","30","19","91","99","47.89"
"236","Matt Dumba","MIN","D","79","1453.85","4","10","6","4","14","31.11","88","4.55","5.17","236","143","66","12","5","20","67","28","25","3","0","15","32","14","96","56","90","0","0","-"
